CRSE_CD	CRSE_NM	STD_CAT	CRT_YM
BSQM004	만화로 배우는 알기쉬운 경영기초_관리회계[스마트러닝]	회계일반	2019.03
BSQM005	빅데이터 쉽게 이해하기[스마트러닝]		2019.03
BSQM006	인공지능(AI) 프로그래밍_Machine Learning(머신러닝)을 위한 데이터처리 Part.2[스마트러닝]	머신러닝딥러닝	2019.03
BSQM007	"인공지능(AI) 프로그래밍_파이썬을 활용한 Machine Learning(머신러닝), Deep Learning(딥러닝) 기초 다지"	머신러닝딥러닝	2019.03
BSQM009	금융의 정석-금융인이 알아야 할 IB 실무 기초		2019.03
BSQM010	"파이썬을 활용한 Machine Learning(머신러닝), Deep Learning(딥러닝) 기초 다지기 Part.2"	머신러닝딥러닝	2019.03
BSQM011	"파이썬을 활용한 Machine Learning(머신러닝), Deep Learning(딥러닝) 기초 다지기 Part.1"	머신러닝딥러닝	2019.03
BSQM012	(금융지주)금융인을 위한 지금 당장 써먹는 경제학		2019.07
BSQM013	"(금융지주)나의 가치를 드러내는 힘, 글쓰기"	문서작성활용	2019.07
BSQM014	"핵심 꿀팁편_늘 보던 엑셀,멋진 날개를 달다!(금융지주)"	문서작성활용	2019.08
BSQM015	4차 산업혁명 경영학_인문학으로 보는 4차 산업혁명(금융지주)	4차산업혁명의비즈니스/기술변화	2019.08
BSQM016	[스마트러닝] 가슴으로 변화하고 마음으로 혁신하라 (은행)	경영교육과정	2019.09
BSQM017	쉽고 빠르게 익히는 Excel 2010 VBA(금융지주)	문서작성활용	2019.10
BSQM018	죽은 문서 살리는 인포그래픽 패턴(금융지주)	문서작성활용	2019.12
BSQM019	"4차 산업혁명 시대의 新비즈니스 전략, 매개하라!(금융지주)"	4차산업혁명의비즈니스/기술변화	2019.12
BSQM020	테슬라가 말한다!4차 산업혁명과 인공지능의 미래(금융지주)	4차산업혁명의비즈니스/기술변화	2020.01
BSQM021	이리오너라! 쉽게 쓰고 배우는 한글2014가 왔소이다(금융지주)	문서작성활용	2020.01
BSQM022	"[오단기 파워포인트 2013] 핵심 꿀팁편_늘 보던 파워포인트, 멋진 날개를 달다!(금융지주)"	문서작성활용	2020.01
BT3A001	IB업무이해		2019.12
BT3K001	금융서비스 혁신 프로젝트	DigitalTransformation이해	2019.08
BT3K002	인공지능 활용과정	DigitalTransformation이해	2019.09
BT3K003	LAMP 미디어콘텐츠 개발과정		2019.10
BT3K004	호감을 전달하는 보이스 트레이닝	대인의사소통	2019.11
BT3K005	채용전략 수립 및 선발기법 활용 사례발표회	경영교육과정	2020.03
BT4K002	금융정보보호 관련 법제도의 이해	정보보안	2018.03
BTAK001	KS 인증 사내 표준화 마스터	농축산업교육	2018.03
BTBK001	SAS프로그래밍 활용(고급)(은행)	프로그래밍일반	2019.07
BTBK002	기술신용평가사 실무과정	기업/신용교육과정	2019.12
BTRA001	AIX Jumpstart for UNIX Professionals(AN12+AN15)		2017.03
BU3K003	세일즈전략(주말 전북)(은행)	경영교육과정	2018.03
BU3K004	현지 지역전문가(베트남)(금융)	직원입문	2019.07
BU3K005	회계원리와 재무제표 작성(금융)	회계일반	2019.07
BU3K006	AML/CFT 검사인력 실무(금융)		2019.07
BU3K007	Global Project Financing Workshop(금융)	금융교육과정	2019.07
BU3K008	국내 프로젝트 파이낸싱(금융)	금융교육과정	2019.07
BU3K009	원자재시장의 이해(금융)	직원입문	2019.07
BU3K010	자본시장법의 이해(금융)	법률교육과정	2019.07
BU3K011	사회간접자본(SOC) 프로젝트 사업성평가(금융)	재무자산교육과정	2019.07
BU3K012	자금세탁방지 핵심요원(전문)(금융)	재무자산교육과정	2019.07
BU3K013	AML/CFT 검사인력 실무(금융)	재무자산교육과정	2019.07
BU3K014	기업금융RM고급과정	RM교육	2019.10
BU3K015	글로벌 투자 전문가	재무자산교육과정	2019.11
BU3K016	금융회사 내부회계관리(ICFR) 심화 교육	회계일반	2019.12
BU3M003	기술금융 기초	금융교육과정	2019.09
BUBA001	금융윤리와 법	법률교육과정	2019.06
BUBK001	데이터베이스 모델링 실습	데이터베이스	2019.06
BUBK002	딥러닝 알고리즘	머신러닝딥러닝	2019.06
BUBK003	파이토치(PyTorch)를 활용한 딥러닝 실습	머신러닝딥러닝	2019.06
BUBK004	"R을 활용한 데이터처리 : dplyr, data.table 등"	데이터분석	2019.06
BUBK005	R을 활용한 경제시계열 분석	데이터분석	2019.06
BUBK006	인공지능 인사이트	DigitalTransformation이해	2019.06
BUBK007	SQL 프로그래밍	프로그래밍일반	2019.06
BUBK008	암호화폐와 블록체인 인사이트	블록체인이해	2019.06
BUBK009	KBI 금융MBA : R을 활용한 실전데이터실습	최고위과정	2019.06
BUBK010	방카 FUN홀릭 클럽멘토 전문가과정	직원입문	2019.06
BUBK011	파이썬을 활용한 데이터 분석(은행)	데이터분석	2019.10
BUBK012	산업분석(건설업)	기업/신용교육과정	2019.10
BUCK001	여성경영자양성과정	경영교육과정	2019.09
BVGL001	4차 산업혁명과 미래투자	4차산업혁명의비즈니스/기술변화	2019.02
BVGL002	고객 상담을 위한 생애설계 기초	고객상담	2019.02
BVGL003	고객상담을 위한 상속 및 증여세 실무	고객상담	2019.02
BVGL004	농협은행 글로벌 비즈니스 실무	직원입문	2019.02
BVGL005	라이프사이클에 따른 개인자산관리	재무자산교육과정	2019.02
BVGL006	핀테크 혁명과 금융의 미래		2019.02
BXAD001	채권관리를 부탁해		2015.05
BXPD001	여신종합기본 1과정		2014.04
BXPD002	여신종합기본 2과정		2014.04
BXPD003	여신종합기본과정		2014.04
BXPD004	한 눈에 보이는 수신상품		2014.08
BXQD001	SERI CEO		2013.04
BXQD002	SERI Pro		2013.04
BXQD003	지식채움		2013.04
BXZZ001	독서경영IT(은행)		2014.02
BZAA002	(손해)리스크관리 기초교육		2012.09
BZAA003	(생명) 생명보험사업의 이해		2014.10
BZAA004	(손해)농?축협 비즈니스 리더		2015.04
BZAA005	(손해)헤아림 다같이 과정		2015.07
BZAA006	국제비즈니스 커뮤니케이션 과정(은행)		2015.12
BZAA007	(생명)임직원 CS역량 강화 교육		2016.04
BZAA008	(손해)NH모닝에듀		2016.11
BZBJ001	TMSP		2008.11
BZBJ002	TMSP Ver1.5		2010.06
BZBJ003	TMSP Outbound		2010.07
BZBJ004	TMSP Ver2.0		2011.05
BZCA001	신설영업점 책임자능력향상		2007.12
BZCA002	모닝스쿨(은행)		2012.06
BZCA003	사내강사 스킬업과정(은행)		2013.05
BZCA004	On Air! Train the Trainer(사내강사 동영상 강의스킬		2013.07
BZCA005	농협금융 조직문화 통합교육(은행)		2016.04
BZCA006	(생명)농협금융 조직문화 통합 교육		2016.04
BZCA007	신규직원 3개년 후속교육관리(은행)		2016.04
BZCA008	(손해)농협금융 조직문화 통합 교육		2016.10
BZCD001	(생명)e-윤리경영교육		2013.07
BZCH001	청소년 금융교육		2012.01
BZCJ001	2016년 국가별연구회		2015.09
BZCJ002	"2016년 국가별연구회(미얀마,인도네시아)(은행)"		2015.12
BZPA001	(생명) 신용분석기초과정		2013.10
BZPA002	(생명) 교육성과측정및평가(ROI)		2013.10
BZPA003	창의적 블루오션 전략개발 과정(생명)		2014.06
BZPD001	외상응급환자 간호		2016.07
BZPF001	국민주택기금수요자대출업무평가		2003.09
BZPZ001	외국환 전자우편 교육(은행)		2013.05
BZPZ002	금융자격증지원	금융교육과정	2017.12
BZQA001	(생명) 경력직원 농협 바로알기		2012.11
BZQA002	콜센터 고객체험 교육(생명)		2015.05
BZQD001	스마트 러닝『심지』(은행)		2012.07
BZQJ001	NH힐링캠프(은행)		2014.10
BZQZ001	(생명) NH농협생명 힐링캠프		2016.09
BZQZ002	(손해)NH농협손해보험 휴(休)캠프		2016.10
BZWA001	어린이 놀이시설 안전 관리자 교육		2016.07
BZZC001	독서교육 NH채움북(은행)		2013.05
CAAA001	CS리더 양성		2009.06
CAAA002	유통실무(농산물)		2013.06
CAAA003	유통실무(공산품)		2013.06
CAAA004	학교급식 교장행정실장 과정		2013.07
CAAA005	고객관계관리CRM		2014.04
CAAA006	경제사업장CS리더(하나로유통)		2015.05
CAAA007	7급 신규직원(경제)		2016.03
CAAA008	(농)고객접점CS기본	CS역량강화	2017.01
CAAA009	'17년 경제지주 7급신규직원 과정	직원입문	2017.03
CAAA010	별정직(경매직)신규직원		2017.07
CAAA011	경매직 7급신규직원교육	직원입문	2018.10
CABA001	유통담당자반		2001.11
CABA002	판매요원반		2001.11
CABA003	마케팅전략		2001.11
CABA004	하나로POS전문실무자양성과정		2002.04
CABA005	유통활성화사업전무		2002.04
CABA006	경제사업 경리세무과정		2002.04
CABA007	수출실무		2002.04
CABA008	예냉 및 저온저장 실무교육		2002.04
CABA009	예냉 및 저온저장 실무교육		2002.04
CABA010	공판장관리업무		2002.05
CABA011	양곡마케팅전문과정		2003.10
CABA012	유통대학센터과정		2003.10
CABA013	공판장경매사기능향상과정		2003.11
CABA014	농업경영컨설팅과정		2003.11
CABA015	산지유통활성화		2003.11
CABA016	노지채소계약재배사업실무		2003.11
CABA017	시설채소약정출하사업실무		2003.11
CABA018	유통센터사원능력향상		2003.12
CABA019	수삼수확입회검사원		2003.12
CABA020	수확후관리전문가		2003.12
CABA021	유통대학(유통활성화전담자)		2003.12
CABA022	유통대학-종합유통센터		2003.12
CABA023	인삼경작지도사		2003.12
CABA024	수삼수확입회검사원및인삼경작지도사기술교육		2003.12
CABA025	RPC경영전문가		2003.12
CABA026	RPC기술		2003.12
CABA027	공판장경매사기능향상		2003.12
CABA028	산지유통전무		2004.02
CABA029	농산물마케팅관리사		2004.02
CABA030	농산물마케팅실무		2004.02
CABA031	농산물마케팅관리		2004.02
CABA032	판매장회계실무		2004.02
CABA033	유통센터운영요원		2004.02
CABA034	가공공장공장장실무		2004.02
CABA035	농산물품질관리사보수		2004.02
CABA036	산지유통실무		2004.02
CABA037	전략적농산물마케팅		2004.02
CABA038	농약세일즈특별		2004.02
CABA039	과실마케팅활성화		2004.02
CABA040	공판장실무전문		2004.02
CABA041	농식품품질안전관리실무		2004.02
CABA042	수확후관리기술		2004.02
CABA043	유통요원		2004.02
CABA044	경제사업채권관리실무(축)		2004.02
CABA045	유통전문역		2004.04
CABA046	유통활성화전담과정		2002.04
CABA047	인삼류 검사원교육		2002.10
CABA048	수출실무		2003.04
CABA049	유통활성화전담자		2003.11
CABA050	농산물가공공장실무자		2004.06
CABA051	유통인력능력개발		2004.03
CABA052	점장 매장관리 능력 향상과정		2004.06
CABA053	고객접점 실무 및 소매유통 전산과정		2004.06
CABA054	하나로포스 실무 양성과정		2004.08
CABA055	신규직원 유통인력 양성과정		2004.08
CABA056	점장 점포관리 양성과정		2004.08
CABA057	1차상품관리 능력 향상과정		2004.08
CABA058	점장 점포관리 향상과정		2004.08
CABA059	점포내 판매촉진 과정		2004.08
CABA060	하나로포스관리 능력향상과정		2004.08
CABA061	매장관리자능력향상		2004.09
CABA062	조합경영컨설팅능력향상		2004.09
CABA063	소매유통 통합정보시스템 관리자 양성		2004.11
CABA064	유통전문역보수		2004.12
CABA065	농약병해충방제처방사		2005.02
CABA066	경제사업 채권관리실무		2005.02
CABA067	과실계약출하사업		2005.03
CABA070	매장대형화 추진실무		2004.08
CABA071	2차상품머천다이징실무과정		2005.07
CABA072	(하)고객접점CS기본		2005.08
CABA073	소매유통시스템관리		2005.09
CABA074	구?판매기법(실무)		2005.10
CABA075	구?판매기법(이론)		2005.11
CABA076	(하)점장직무능력개발		2006.04
CABA077	원예생산물지도전문가과정		2006.04
CABA078	친환경농업임직원		2006.04
CABA079	연합사업마케팅전문가		2006.04
CABA080	부점장업무능력개발		2006.05
CABA081	중앙회경제사업장신규직원과정		2006.06
CABA082	1차상품머천다이징실무		2006.06
CABA083	경제사업장활성화		2007.02
CABA084	판매장신설요원양성		2008.02
CABA085	연합마케팅활성화		2008.05
CABA086	공동계산실무		2008.07
CABA087	산지유통전문가		2008.11
CABA088	유통마케팅파워업		2008.11
CABA089	식품안전관리자		2008.12
CABA090	유통관리자(초급)		2009.04
CABA091	유통관리자(중급)		2009.04
CABA092	하나로마트MBA		2010.02
CABA093	연합마케팅전문가과정		2011.03
CABA094	유통사업장신규전입		2011.03
CABA095	통합RPC마케팅교육		2011.06
CABA096	매장정보화실무		2011.09
CABA097	친환경농업 유통활성화 과정		2012.09
CABA098	연합마케팅전문가양성과정		2014.03
CABA099	RPC 경영자 및 마케팅 전문가 양성 (마케팅실무)		2014.06
CABA100	RPC 경영자 및 마케팅 전문가 양성 (바이어 양성)		2014.06
CABA101	RPC 경영자 및 마케팅 전문가 양성 (경영CEO)		2014.06
CABA102	조합공동사업법인실무자과정		2014.07
CABA103	GAP 실무과정		2015.08
CABA104	바이어MD최고아카데미		2015.09
CABA105	(농)하나로마트MBA		2015.10
CABA106	(농)하나로마트MBA 3차		2015.11
CABA107	(양곡)RPC경영자 및 마케팅 전문가 양성_경영CEO		2015.12
CABA108	(양곡)RPC경영자 및 마케팅 전문가 양성_마케팅실무		2015.12
CABA109	CS리더양성과정		2016.05
CABA110	마케팅향상과정		2016.07
CABA112	하나로마트MBA(2)		2016.07
CABA113	하나로마트MBA(3)		2016.07
CABA114	식품안전전문가과정		2016.07
CABA115	방제사업 실무교육	직원입문	2017.04
CABA116	식품안전전문가 과정	농축산업교육	2017.05
CABA117	하나로마트 마트관리직	농축산업교육	2017.06
CABA118	퇴비품질교육		2017.07
CABA119	공판장경영자양성과정		2017.07
CABA120	마트실무자(농축산)	직원입문	2017.07
CABA121	연합사업 신규전입과정		2018.03
CABK001	유통사업장CS리더(마스터)양성과정	CS역량강화	2017.04
CACA001	4급 경제부문 신규전입자		2011.02
CAEA001	소매유통 통합정보시스템 운영자 양성과정		2004.05
CAPA001	마트관리직과정		2014.04
CAPA002	산지유통관리자역량강화		2015.02
CAPA003	산지유통전문인력양성		2015.02
CAPA004	유통사업장마케팅향상과정		2016.08
CAPA005	(농) 점장직무능력개발심화		2016.08
CAPA006	농식품안전전문가교육	농축산업교육	2018.02
CAPA007	CS마스터양성교육	CS역량강화	2018.02
CAPA008	유통실무능력향상교육(가공생필부문)	경영교육과정	2018.02
CAPA009	농약전문가과정_원예	농축산업교육	2018.04
CAPA010	농약전문가과정_과수	농축산업교육	2018.04
CAPA011	토양진단센터 담당직원 실무교육	농축산업교육	2018.05
CAPA012	유통실무능력향상교육(농축산부문)	경영교육과정	2018.07
CAPA013	자재센터 실무자 직무능력향상교육	직원입문	2018.09
CAPA014	마트관리자교육	농축산업교육	2018.10
CAPA015	농협가공공장 실무자 과정	농축산업교육	2018.10
CAPA016	수급안정사업관리 실무향상교육	직원입문	2019.04
CAPA017	MD 향상교육	상품기획역량	2019.04
CAPA018	연합사업관리 및 산지조직육성 실무향상교육	경영교육과정	2019.05
CAPA019	공판사업관리 및 운영 향상교육	경영교육과정	2019.06
CAPA020	농자재사업관리 실무교육	농축산업교육	2019.06
CAPA021	공판사업관리 및 운영 실무교육	경영교육과정	2019.07
CAPA023	물류 향상교육	경영교육과정	2019.07
CAPA024	식물보호전문가 과정	농축산업교육	2019.09
CAPA025	소매유통마케팅 실무교육	마케팅기획전략수립	2019.09
CAPA026	수급안정사업관리 기초교육	경영교육과정	2019.09
CAPA027	MD 기초교육	상품기획역량	2019.10
CAPA028	농자재사업관리 향상교육	경영교육과정	2019.10
CAPA029	마트개발&컨설팅 향상교육	농축산업교육	2019.10
CAPA030	연합사업관리 및 산지조직육성 기초교육	경영교육과정	2019.11
